cid,ABCB11,ABCB4,ABCC1,ABCC10,ABCC5,ABCG1,ABI1,ABL1,ACO1,ACSS2,ADAMTS18,ADAMTSL4-AS1,ADH1A,ADK,ADRM1,AFG2A,AFP,AHRR,AKT1,AKT1S1,AKT2,AKT3,ALDH1A2,ALDH3B1,ALG10,ALK,ALOX12,APH1A,APH1B,APLN,APOA1,AREG,ARF1,ARHGAP35,ARHGEF10,ARID1A,ATAT1,ATIC,ATM,ATP7A,ATP7B,ATR,ATRX,ATXN1L,AURKA,AXL,BAD,BCL2,BCL2A1,BCL2L1,BCL2L10,BCL2L2,BCOR,BCR,BEVI,BHLHE40,BIRC2,BIRC3,BIRC5,BIRC6,BIRC7,BLMH,BMX,BRAF,BRCA2,BRD10,BRD2,BRD3,BRD4,BRDT,BTK,BTRC,C10orf67,C6orf15,CAMK2G,CAMK4,CAPN1,CAST,CBL,CBR1,CBR3,CCL17,CCNA2,CCND2,CCND3,CCNE1,CCNE2,CCNK,CD247,CD274,CD5,CD55,CDA,CDC25C,CDC5L,CDH1,CDH2,CDK1,CDK10,CDK12,CDK13,CDK14,CDK15,CDK16,CDK17,CDK18,CDK2,CDK20,CDK3,CDK4,CDK5,CDK6,CDK9,CDKN2A,CDKN2B,CDKN2D,CDSN,CEACAM1,CEL,CES2,CFL1,CFLAR,CGA,CHD1,CHD4,CHEK1,CHEK2,CHN2,CHST3,CHUK,CIC,CIP2A,CLCN6,COIL,COL18A1,COL1A1,COLEC10,COX6A1,CRBN,CRLF2,CRTC1,CRTC2,CSF1,CSF3R,CSMD1,CSNK1D,CSNK1G1,CSNK2A3,CSPG4,CSTF1,CSTF3,CSTP1,CTAG1B,CTLA4,CTNNA1,CTNNA1P1,CTNNA2,CTNND1,CTNND2,CTNS,CTPS1,CTRB1,CTSB,CTSL,CTSO,CTSS,CTSV,CTTN,CUL4A,CXADR,CXCL12,CXCL2,CXCR2,CXCR3,CXCR5,CYP1A1,CYP2A13,CYP2A6,CYP2B7P,CYP2C8,CYP4B1,CYP4X1,DCBLD1,DCN,DCP1B,DDB1,DDC,DDR2,DDX43,DDX53,DEPTOR,DFFB,DHFR,DHODH,DIABLO,DLG5,DMTN,DNER,DNMT1,DNMT3A,DOCK3,DOCK8,DPAGT1,DPEP1,DPH1,DPH2,DPYSL3,DR1,DRAM1,DRD4,DRD5P1,DRD5P2,DRG2,DSCAM,DUSP1,DUSP2,DUSP6,DVL2,DXO,E2F1,E2F7,EEF1B2P2,EEF1D,EEF2K,EFNA2,EFNA3,EFNA4,EGFR,EGR2,EGR4,EIF2AK3,EIF2S1,EIF4A1,EIF4E,EIF4E2,EIF5AP3,ELK1,EML4,EMP1,EN1,ENO1P1,ENOSF1,ENSA,ENUR2,EP300,EPHA2,EPHA5,EPHA6,EPHB2,EPHX1,EPM2AIP1,EPS15,ERBB2,ERBB3,ERBB4,ERCC1,ERRFI1,ERVK2,ERVT1,ESR1,ESRRA,ETS2,EWSR1,EXO1,EXTL1,EZH2,F10,F11,F12,F2R,F7R,F9,FABP1,FABP2,FABP3,FABP5,FAH,FANCA,FAS,FAU,FAUNA@,FBLN2,FBXW7,FCGR2A,FCGRT,FCN1,FDPS,FDX1,FGB,FGD4,FGF1,FGF14,FGF2,FGFR1,FGFR2,FGFR3,FGR,FHL2,FIM1,FKBP1A,FKBP1AP3,FKBP2,FKBP4,FLCN,FLT1,FLT3,FLT4,FMO1,FN1,FNTB,FOXC2,FOXO1,FOXP3,FRA6B,FRA6F,FRA9D,FST,FTCDNL1,FUS,FZD3,GALNT14,GALNT18,GAPDHP67,GAS2,GAS6,GATA2,GBA1LP,GBX2,GCF1,GCKR,GCLC,GCLM,GCNT1,GCNT2,GEM,GFER,GGPS1,GJA1,GLC#,GLC1B,GLC3B,GLDC,GLG1,GLI1,GLI4,GLUL,GNA11,GNA13,GNAI2,GNAI2P1,GNAQ,GNG10,GNG11,GNGT1,GNL3,GOLGA1,GPR12,GPR21,GPR22,GPX1P2,GPX5,GRB2,GRINA,GSK3B,GSTM1,GSTM4,H2AC25,H2AX,HAS3,HCP5,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HES1,HLA-C,HLA-DMA,HLA-DQA1,HLA-F,HMBS,HMMR,HNRNPA1,HOXB1,HOXD1,HRAS,HSP90AA1,HSP90AA2P,HSP90AB1,HUS1,IBSP,IDH1,IDH2,IFNG,IGF1R,IGF2,IGF2BP2,IGFBP3,IGH,IKBKB,IKBKE,IKZF1,IKZF3,IL10,IL11,IL1RN,IL7,IL7R,IMPDH1,IMPDH2,IRS1,IRS2,JAK1,JAK2,JAK3,KDM5C,KDM6A,KDR,KEAP1,KIR2DS4,KIT,KLC1,KLC3,KLK3,KLRD1,KMT2A,KMT2D,KRAS,KRT20,LATS2,LDLR,LGR5,LIG1,LIG3,LIMK1,LPAR4,LRMDA,LRRC32,MAD1L1,MAGEA1,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K5,MAP2K6,MAP2K7,MAP3K1,MAP3K9,MAPK3,MAPK4,MAPK6,MAPK7,MAPK9,MAPKAP1,MAPKAPK2,MARCKSL1,MCHR1,MDH2,MDK,MDM2,MDM4,MECP2,MED12L,MEGF11,MEGF6,MET,MGAT4A,MGMT,MIR21,MISP,MLH1,MLLT3,MLST8,MMP1,MMP2,MSH3,MSH5,MSH6,MST1,MST1R,MT1A,MT1E,MT1F,MTHFD1,MTOR,MTR,MUCL3,MUTYH,MYCN,MYD88,MYLK,NAE1,NAIP,NALCN,NAMPT,NCF4,NCOA1,NCSTN,NEDD8,NF1,NF2,NFATC1,NFE2,NHLH1,NIPSNAP2,NLGN1,NOP2,NPM1,NPPC,NR2C1,NR2C2,NR2E1,NR2F6,NR4A1,NRAS,NRG3,NRIP1,NT5C,NT5C1A,NT5C2,NT5C3A,NTRK1,NTRK2,NTRK3,NUAK1,NUP50,NUP62,OCLN,OPN1MW,OR10AE3P,OR2B11,OR4D6,ORM2,OSGEP,PALB2,PARD3B,PARP1,PARP2,PARP3,PDCD4,PDGFB,PDGFRA,PDGFRB,PERP,PFDN4,PGP,PI4KA,PIK3CA,PIK3CD,PIK3R3,PIK3R5,PIM1,PIM2,PIM3,PIP,PIPSL,PLAUR,PLCG2,PLD1,PLD2,PLK1,PLK2,PMAIP1,PML,PNPLA3,POLA1,POLA2,POLD2,POLD3,POLD4,POLE2,POLE3,POLR1G,PORCN,PPCDC,PPP1R13L,PPP1R18,PPP2R2A,PPP2R5D,PRDX4,PRIM1,PRIM2,PRKG1,PRKG2,PRMT5,PRRC2A,PRSS1,PRSS2,PRSS3,PSEN1,PSEN2,PSENEN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB3P1,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC1P1,PSMC2,PSMC3,PSMC3IP,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD10P1,PSMD10P2,PSMD10P3,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD4P1,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME2P2,PSME3,PSME4,PSMF1,PSORS1C1,PTCH1,PTEN,PTHLH,PTPN11,PTPN12,PTPRD,PTPRZ1,PYGL,RAC1,RAC2,RARRES1,RARS1,RB1,RBL2,RBMS3,RBX1,RET,REV3L,RGS5,RHEB,RICTOR,RIT1,RNF8,ROCK1,ROCK2,ROS1,RPL13,RPS6KB1,RPTOR,RRAS2,RRM1,S100A12,S100A8,SAE1,SELE,SEM1,SEMA6A,SERPINA5,SF3B1,SFTPA1,SGK1,SH2B3,SH2D5,SHH,SIRT2,SLAMF1,SLC16A7,SLC1A1,SLC22A11,SLC22A12,SLC22A16,SLC22A9,SLC26A3,SLC28A3,SLC29A2,SLC2A1,SLC46A1,SLFN11,SMAD2,SMARCA4,SMO,SNORD68,SPARC,SPECC1L,SPG7,SPIDR,SPP1,STAT3,STAT5B,STK10,STK11,STK4,STMN1,STOM,SULT1C4,SULT2A1,SULT2B1,SYK,SYNE3,TAGLN,TBK1,TBP,TBXA2R,TCF7L2,TENT4A,TERC,TET2,TFF3,TFPI,THBS1,TIGD1,TLE3,TMEM167A,TMEM43,TNFAIP3,TNFRSF11A,TNFRSF11B,TNFRSF1A,TNFRSF1B,TNFRSF8,TNFSF11,TNK1,TOP1,TOP2A,TOP2B,TP53,TP53AIP1,TPO,TPT1,TRH,TRIM5,TRIT1,TSC1,TSPYL2,TUBA3D,TWIST1,TYMSOS,UBA2,UBA3,UBASH3B,UBE2I,UBE2T,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2B17,UHRF1,UPB1,VAC14,VEGFB,VEGFC,VHL,VWF,WEE1,WFS1,WNT5B,WWOX,XRCC1,XRCC3,XRCC4,XRCC5,XYLT2,ZEB1,ZHX2,ZNF423,ZNF613
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07157427869389359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36172358640383906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07157427869389359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04324091263563252,0.09400606763768816,0.05850057101711594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
